date,price,open,high,low,change %
09/15/2025,3682.2,3640.0,3686.4,3635.1,0.90%
09/12/2025,3649.4,3655.5,3656.8,3643.0,0.34%
09/11/2025,3636.9,3632.9,3636.9,3618.4,-0.18%
09/10/2025,3643.6,3625.0,3655.4,3620.8,0.01%
09/09/2025,3643.3,3647.1,3670.4,3627.8,0.14%
09/08/2025,3638.1,3594.5,3641.0,3590.0,0.69%
09/05/2025,3613.2,3567.8,3613.2,3567.8,1.33%
09/04/2025,3565.8,3549.9,3573.6,3549.9,-0.76%
09/03/2025,3593.2,3554.8,3593.7,3553.2,1.23%
09/02/2025,3549.4,3485.7,3559.2,3485.7,2.18%
08/29/2025,3473.7,3432.5,3475.6,3426.6,1.22%
08/28/2025,3431.8,3409.0,3434.6,3400.0,0.80%
08/27/2025,3404.6,3397.0,3404.6,3382.0,0.47%
08/26/2025,3388.6,3378.9,3396.5,3371.1,0.44%
08/25/2025,3373.8,3366.0,3378.0,3366.0,-0.02%
08/22/2025,3374.4,3349.4,3377.7,3349.4,1.12%
08/21/2025,3336.9,3349.4,3349.4,3326.5,-0.19%
08/20/2025,3343.4,3310.6,3343.5,3310.1,0.91%
08/19/2025,3313.4,3330.2,3343.5,3313.4,-0.55%
08/18/2025,3331.7,3333.5,3347.8,3331.7,-0.13%
08/15/2025,3336.0,3346.8,3346.8,3335.9,0.02%
08/14/2025,3335.2,3346.8,3356.0,3328.9,-0.70%
08/13/2025,3358.7,3358.8,3363.4,3358.7,0.29%
08/12/2025,3348.9,3356.2,3356.2,3330.1,-0.13%
08/11/2025,3353.1,3383.9,3383.9,3349.2,-2.50%
08/08/2025,3439.1,3438.8,3477.0,3402.5,1.14%
08/07/2025,3400.3,3384.9,3422.9,3384.9,0.60%
08/06/2025,3380.0,3380.7,3383.3,3361.3,-0.06%
08/05/2025,3381.9,3378.5,3387.2,3351.2,0.22%
08/04/2025,3374.4,3367.6,3386.5,3347.4,0.80%
08/01/2025,3347.7,3286.2,3360.6,3281.0,1.65%
07/31/2025,3293.2,3272.9,3312.0,3272.9,-0.08%
07/30/2025,3295.8,3325.8,3331.8,3263.9,-0.83%
07/29/2025,3323.4,3323.4,3323.4,3323.4,0.43%
07/28/2025,3309.1,3326.6,3326.8,3309.1,-0.75%
07/25/2025,3334.0,3344.0,3345.0,3326.5,-1.10%
07/24/2025,3371.0,3367.0,3371.0,3367.0,-0.68%
07/23/2025,3394.1,3430.3,3433.9,3388.1,-1.31%
07/22/2025,3439.2,3411.0,3441.0,3395.6,1.10%
07/21/2025,3401.9,3350.3,3411.7,3350.3,1.46%
07/18/2025,3353.0,3338.2,3353.0,3338.2,0.39%
07/17/2025,3340.1,3313.8,3340.8,3313.8,-0.37%
07/16/2025,3352.5,3341.2,3352.9,3329.5,0.68%
07/15/2025,3329.8,3341.0,3341.0,3329.8,-0.65%
07/14/2025,3351.5,3367.0,3375.5,3350.0,-0.13%
07/11/2025,3356.0,3330.5,3370.0,3330.5,1.16%
07/10/2025,3317.4,3323.6,3330.5,3311.6,0.18%
07/09/2025,3311.6,3289.4,3314.0,3282.0,0.14%
07/08/2025,3307.0,3330.4,3334.5,3287.6,-0.76%
07/07/2025,3332.2,3305.5,3333.3,3299.2,-0.01%
07/04/2025,3332.5,3342.0,3342.0,3332.5,0.03%
07/03/2025,3331.6,3362.0,3362.0,3322.3,-0.49%
07/02/2025,3348.0,3329.0,3357.5,3329.0,0.34%
07/01/2025,3336.7,3310.1,3354.1,3310.1,1.28%
06/30/2025,3294.4,3265.9,3306.9,3262.0,0.63%
06/27/2025,3273.7,3318.7,3318.7,3253.8,-1.79%
06/26/2025,3333.5,3332.4,3333.5,3332.4,0.19%
06/25/2025,3327.1,3321.6,3331.2,3310.6,0.29%
06/24/2025,3317.4,3358.0,3358.0,3301.0,-1.79%
06/23/2025,3377.7,3365.9,3387.9,3350.0,0.29%
06/20/2025,3368.1,3350.0,3372.9,3341.0,-0.64%
06/18/2025,3389.8,3385.3,3391.9,3365.1,0.09%
06/17/2025,3386.6,3398.3,3398.3,3376.1,-0.29%
06/16/2025,3396.4,3442.0,3442.0,3385.4,-1.01%
06/13/2025,3431.2,3407.3,3444.0,3407.3,1.49%
06/12/2025,3380.9,3363.0,3395.9,3353.4,1.79%
06/11/2025,3321.3,3328.0,3356.0,3321.3,0.01%
06/10/2025,3320.9,3302.0,3344.3,3302.0,-0.34%
06/09/2025,3332.1,3315.6,3334.6,3290.0,0.28%
06/06/2025,3322.7,3364.3,3364.3,3306.0,-0.84%
06/05/2025,3350.7,3371.5,3400.0,3343.7,-0.68%
06/04/2025,3373.5,3355.0,3380.0,3344.0,0.70%
06/03/2025,3350.2,3385.1,3390.0,3331.3,-0.61%
06/02/2025,3370.6,3296.9,3380.8,3296.9,2.48%
05/30/2025,3288.9,3315.1,3318.0,3270.9,-0.85%
05/29/2025,3317.1,3283.7,3328.8,3242.4,0.71%
05/28/2025,3293.6,3293.6,3293.6,3293.6,-0.17%
05/27/2025,3299.1,3332.5,3341.0,3296.3,-1.92%
05/23/2025,3363.6,3328.0,3363.6,3323.5,2.17%
05/22/2025,3292.3,3327.3,3328.0,3282.7,-0.51%
05/21/2025,3309.3,3293.4,3317.5,3290.2,0.88%
05/20/2025,3280.3,3219.0,3293.2,3207.5,1.59%
05/19/2025,3228.9,3234.4,3241.0,3228.3,1.47%
05/16/2025,3182.0,3227.7,3228.1,3173.9,-1.20%
05/15/2025,3220.7,3151.0,3228.1,3125.0,1.24%
05/14/2025,3181.4,3233.0,3233.0,3171.7,-1.82%
05/13/2025,3240.3,3232.0,3251.4,3223.5,0.63%
05/12/2025,3220.0,3300.7,3300.7,3205.0,-3.46%
05/09/2025,3335.4,3299.0,3335.5,3299.0,1.18%
05/08/2025,3296.6,3390.0,3390.0,3288.7,-2.51%
05/07/2025,3381.4,3418.7,3418.7,3364.7,-0.88%
05/06/2025,3411.4,3365.5,3430.9,3356.8,3.02%
05/05/2025,3311.3,3242.7,3315.7,3239.7,2.46%
05/02/2025,3231.9,3239.9,3257.0,3225.0,0.68%
05/01/2025,3210.0,3272.9,3275.0,3198.6,-2.87%
04/30/2025,3305.0,3318.7,3318.7,3268.0,-0.42%
04/29/2025,3318.8,3340.0,3340.0,3299.9,-0.41%
04/28/2025,3332.5,3284.5,3332.5,3284.5,1.53%
04/25/2025,3282.4,3355.5,3355.5,3266.1,-1.49%
04/24/2025,3332.0,3305.4,3353.9,3304.9,1.70%
04/23/2025,3276.3,3321.2,3370.3,3256.2,-3.66%
04/22/2025,3400.8,3422.2,3485.6,3361.7,-0.16%
04/21/2025,3406.2,3342.2,3418.5,3342.2,2.95%
04/17/2025,3308.7,3345.0,3345.0,3287.8,-0.54%
04/16/2025,3326.6,3238.3,3334.9,3238.3,3.35%
04/15/2025,3218.7,3216.0,3218.7,3214.0,0.43%
04/14/2025,3204.8,3215.5,3228.8,3194.5,-0.54%
04/11/2025,3222.2,3182.1,3235.0,3182.1,2.12%
04/10/2025,3155.2,3073.9,3167.0,3072.1,3.23%
04/09/2025,3056.5,2965.8,3090.4,2965.8,2.97%
04/08/2025,2968.4,2994.0,3014.5,2968.4,0.58%
04/07/2025,2951.3,3016.4,3050.8,2949.7,-2.02%
04/04/2025,3012.0,3110.5,3127.7,3011.0,-2.74%
04/03/2025,3097.0,3150.0,3166.9,3052.0,-1.37%
04/02/2025,3139.9,3120.7,3168.6,3117.4,0.67%
04/01/2025,3118.9,3129.7,3149.5,3104.0,-0.12%
03/31/2025,3122.8,3091.0,3132.5,3086.0,1.18%
03/28/2025,3086.5,3069.7,3094.9,3066.8,0.86%
03/27/2025,3060.2,3025.5,3065.0,3025.5,1.30%
03/26/2025,3020.9,3033.2,3033.2,3019.5,-0.09%
03/25/2025,3023.7,3026.4,3028.8,3023.7,0.35%
03/24/2025,3013.1,3024.3,3024.3,3006.0,-0.17%
03/21/2025,3018.2,3034.5,3037.5,3000.9,-0.72%
03/20/2025,3040.0,3047.3,3047.3,3034.4,0.14%
03/19/2025,3035.9,3035.2,3050.9,3030.9,0.03%
03/18/2025,3035.1,3006.4,3039.2,3004.4,1.17%
03/17/2025,3000.0,2991.0,3001.5,2989.0,0.18%
03/14/2025,2994.5,2994.4,3004.8,2986.0,0.34%
03/13/2025,2984.3,2937.1,2988.0,2935.2,1.54%
03/12/2025,2939.1,2912.0,2939.1,2910.0,0.90%
03/11/2025,2912.9,2884.4,2916.7,2880.4,0.76%
03/10/2025,2891.0,2910.1,2915.1,2880.2,-0.47%
03/07/2025,2904.7,2900.9,2927.3,2900.5,-0.41%
03/06/2025,2916.6,2904.0,2918.6,2903.8,0.04%
03/05/2025,2915.3,2916.7,2922.0,2893.0,0.20%
03/04/2025,2909.6,2886.1,2927.9,2886.1,0.67%
03/03/2025,2890.2,2872.7,2891.8,2863.4,1.88%
02/28/2025,2836.8,2877.1,2877.1,2834.1,-1.61%
02/27/2025,2883.2,2918.5,2922.8,2870.4,-1.15%
02/26/2025,2916.8,2913.5,2917.0,2913.0,0.42%
02/25/2025,2904.5,2938.7,2943.2,2890.0,-1.47%
02/24/2025,2947.9,2933.1,2957.9,2933.1,0.35%
02/21/2025,2937.6,2938.8,2940.0,2917.3,-0.08%
02/20/2025,2940.0,2949.1,2955.8,2924.2,0.71%
02/19/2025,2919.4,2938.7,2946.0,2917.1,-0.42%
02/18/2025,2931.6,2879.2,2936.4,2873.8,1.66%
02/14/2025,2883.6,2937.3,2944.4,2874.8,-1.45%
02/13/2025,2925.9,2911.3,2937.7,2910.6,0.58%
02/12/2025,2909.0,2902.0,2912.3,2868.6,-0.12%
02/11/2025,2912.5,2925.5,2945.4,2890.0,-0.06%
02/10/2025,2914.3,2864.2,2916.1,2863.8,1.64%
02/07/2025,2867.3,2859.9,2889.5,2857.8,0.40%
02/06/2025,2856.0,2865.2,2871.7,2836.3,-0.54%
02/05/2025,2871.6,2850.0,2880.5,2848.0,0.64%
02/04/2025,2853.3,2827.6,2853.3,2816.1,0.68%
02/03/2025,2833.9,2818.2,2848.4,2780.9,0.76%
01/31/2025,2812.5,2829.0,2838.0,2804.0,-0.37%
01/30/2025,2823.0,2772.5,2829.5,2770.0,1.95%
01/29/2025,2769.1,2769.1,2769.1,2769.1,0.08%
01/28/2025,2766.8,2738.0,2766.8,2738.0,1.07%
01/27/2025,2737.5,2761.1,2762.2,2737.5,-1.43%
01/24/2025,2777.3,2759.8,2792.0,2759.8,0.51%
01/23/2025,2763.1,2760.0,2765.0,2745.4,-0.16%
01/22/2025,2767.6,2754.5,2768.8,2753.5,0.46%
01/21/2025,2755.0,2746.0,2755.0,2724.8,0.39%
01/17/2025,2744.3,2736.0,2751.6,2725.5,-0.08%
01/16/2025,2746.4,2731.7,2749.8,2731.7,1.25%
01/15/2025,2712.5,2690.8,2712.5,2690.8,1.31%
01/14/2025,2677.5,2673.6,2688.3,2670.8,0.15%
01/13/2025,2673.5,2711.1,2711.2,2673.5,-1.29%
01/10/2025,2708.5,2686.1,2720.1,2683.7,0.92%
01/09/2025,2683.8,2669.7,2686.3,2667.9,0.72%
01/08/2025,2664.5,2655.5,2676.9,2653.5,0.29%
01/07/2025,2656.7,2653.4,2657.5,2653.0,0.69%
01/06/2025,2638.4,2645.5,2647.0,2617.3,-0.25%
01/03/2025,2645.0,2658.7,2658.7,2641.8,-0.52%
01/02/2025,2658.9,2633.0,2663.1,2633.0,1.13%
12/31/2024,2629.2,2608.4,2629.2,2604.9,0.89%
12/30/2024,2606.1,2620.7,2626.9,2597.0,-0.42%
12/27/2024,2617.2,2617.7,2617.7,2616.4,-0.82%
12/26/2024,2638.8,2628.5,2638.8,2627.9,0.72%
12/24/2024,2620.0,2613.0,2620.0,2609.5,0.29%
12/23/2024,2612.3,2620.0,2627.7,2611.1,-0.62%
12/20/2024,2628.7,2605.3,2631.6,2604.9,1.41%
12/19/2024,2592.2,2582.1,2610.3,2582.1,-1.68%
12/18/2024,2636.5,2644.3,2647.1,2590.2,-0.30%
12/17/2024,2644.4,2651.8,2652.3,2632.5,-0.26%
12/16/2024,2651.4,2658.3,2663.3,2651.0,-0.17%
12/13/2024,2656.0,2688.2,2689.3,2647.9,-1.17%
12/12/2024,2687.5,2725.1,2725.1,2677.4,-1.69%
12/11/2024,2733.8,2701.8,2733.8,2693.1,1.34%
12/10/2024,2697.6,2662.3,2698.2,2661.0,1.23%
12/09/2024,2664.9,2632.1,2677.1,2630.8,1.00%
12/06/2024,2638.6,2620.2,2643.1,2617.5,0.46%
12/05/2024,2626.6,2652.4,2655.0,2625.7,-1.02%
12/04/2024,2653.8,2639.2,2658.3,2637.0,0.34%
12/03/2024,2644.7,2639.0,2654.7,2636.0,0.37%
12/02/2024,2634.9,2649.0,2649.8,2621.7,-0.83%
11/29/2024,2657.0,2636.4,2664.3,2620.7,0.65%
11/27/2024,2639.9,2633.5,2657.9,2627.2,0.75%
11/26/2024,2620.3,2625.6,2625.6,2620.3,0.13%
11/25/2024,2616.8,2689.4,2689.4,2616.8,-3.44%
11/22/2024,2709.9,2687.5,2710.5,2685.6,1.41%
11/21/2024,2672.1,2659.3,2672.1,2655.7,0.90%
11/20/2024,2648.2,2638.5,2648.2,2638.5,0.80%
11/19/2024,2627.1,2621.9,2627.7,2619.3,0.63%
11/18/2024,2610.6,2591.7,2610.7,2589.4,1.75%
11/15/2024,2565.7,2565.7,2565.7,2565.7,-0.10%
11/14/2024,2568.2,2555.1,2576.2,2554.2,-0.49%
11/13/2024,2580.8,2611.1,2611.8,2580.8,-0.74%
11/12/2024,2600.0,2605.5,2605.5,2592.8,-0.43%
11/11/2024,2611.2,2671.7,2671.7,2611.2,-2.84%
11/08/2024,2687.5,2688.5,2694.6,2682.9,-0.40%
11/07/2024,2698.4,2662.5,2699.1,2662.5,1.15%
11/06/2024,2667.6,2734.5,2734.5,2659.4,-2.65%
11/05/2024,2740.3,2743.0,2743.9,2740.3,0.15%
11/04/2024,2736.1,2736.5,2737.1,2736.1,-0.09%
11/01/2024,2738.6,2745.5,2756.0,2734.2,0.01%
10/31/2024,2738.3,2787.4,2787.5,2733.5,-1.80%
10/30/2024,2788.5,2774.6,2789.0,2774.6,0.73%
10/29/2024,2768.4,2768.4,2768.4,2768.4,0.93%
10/28/2024,2742.9,2736.1,2742.9,2729.5,0.07%
10/25/2024,2740.9,2725.5,2742.4,2725.5,0.22%
10/24/2024,2734.9,2729.0,2736.1,2729.0,0.76%
10/23/2024,2714.4,2742.5,2742.5,2714.2,-1.09%
10/22/2024,2744.2,2731.7,2746.0,2728.6,0.77%
10/21/2024,2723.1,2721.9,2738.4,2719.5,0.35%
10/18/2024,2713.7,2713.7,2719.6,2713.7,0.84%
10/17/2024,2691.0,2677.4,2691.7,2677.2,0.64%
10/16/2024,2674.0,2674.0,2674.0,2674.0,0.47%
10/15/2024,2661.4,2661.4,2661.4,2661.4,0.51%
10/14/2024,2647.8,2655.0,2655.3,2647.8,-0.37%
10/11/2024,2657.6,2638.3,2658.1,2638.2,1.41%
10/10/2024,2620.6,2602.5,2628.3,2602.5,0.56%
10/09/2024,2606.0,2603.0,2607.7,2603.0,-0.34%
10/08/2024,2615.0,2639.0,2639.0,2609.3,-1.13%
10/07/2024,2644.8,2648.7,2657.4,2639.0,-0.04%
10/04/2024,2645.8,2656.0,2667.0,2639.0,-0.43%
10/03/2024,2657.1,2642.8,2657.1,2640.0,0.38%
10/02/2024,2647.1,2650.6,2657.2,2640.0,-0.76%
10/01/2024,2667.3,2631.4,2670.9,2631.4,1.18%
09/30/2024,2636.1,2660.9,2662.1,2623.2,-0.31%
09/27/2024,2644.3,2670.0,2672.1,2641.7,-0.96%
09/26/2024,2669.9,2662.3,2669.9,2660.8,0.40%
09/25/2024,2659.2,2656.3,2664.2,2649.3,0.30%
09/24/2024,2651.2,2636.8,2662.3,2625.5,0.94%
09/23/2024,2626.5,2626.5,2626.5,2626.5,0.25%
09/20/2024,2619.9,2590.4,2621.8,2590.4,1.23%
09/19/2024,2588.0,2566.0,2588.0,2566.0,0.67%
09/18/2024,2570.7,2570.7,2570.7,2549.2,0.25%
09/17/2024,2564.3,2581.2,2581.8,2564.3,-0.62%
09/16/2024,2580.4,2580.4,2580.4,2580.4,-0.03%
09/13/2024,2581.3,2568.8,2581.8,2565.0,1.18%
09/12/2024,2551.2,2529.1,2557.0,2523.4,1.56%
09/11/2024,2512.1,2525.8,2525.8,2502.3,-0.01%
09/10/2024,2512.3,2512.3,2512.3,2512.3,0.42%
09/09/2024,2501.8,2491.3,2504.7,2491.3,0.33%
09/06/2024,2493.5,2510.3,2517.9,2483.7,-0.71%
09/05/2024,2511.4,2493.7,2513.3,2493.4,0.72%
09/04/2024,2493.4,2490.9,2493.4,2483.5,0.14%
09/03/2024,2489.9,2501.6,2501.8,2476.3,-0.16%
08/30/2024,2493.8,2519.5,2525.4,2493.8,-1.26%
08/29/2024,2525.7,2504.1,2525.7,2503.9,0.99%
08/28/2024,2501.0,2501.0,2501.0,2501.0,-0.60%
08/27/2024,2516.0,2515.2,2523.1,2506.9,-0.07%
08/26/2024,2517.7,2509.9,2523.1,2509.1,0.37%
08/23/2024,2508.4,2486.5,2508.4,2486.5,1.19%
08/22/2024,2478.9,2504.1,2504.1,2471.1,-1.18%
08/21/2024,2508.4,2511.0,2515.4,2503.9,-0.12%
08/20/2024,2511.3,2503.5,2527.3,2500.7,0.38%
08/19/2024,2501.8,2508.5,2508.5,2487.2,0.13%
08/16/2024,2498.6,2453.5,2508.0,2451.4,1.85%
08/15/2024,2453.1,2451.8,2467.7,2431.2,0.56%
08/14/2024,2439.4,2468.0,2472.1,2439.4,-1.11%
08/13/2024,2466.7,2461.0,2470.0,2456.5,0.17%
08/12/2024,2462.4,2432.7,2469.8,2432.0,1.25%
08/09/2024,2432.1,2422.3,2432.1,2418.5,0.41%
08/08/2024,2422.2,2384.3,2422.8,2384.3,1.33%
08/07/2024,2390.5,2392.2,2401.0,2384.5,0.06%
08/06/2024,2389.1,2414.5,2421.8,2380.0,-0.52%
08/05/2024,2401.7,2442.0,2449.8,2367.4,-0.99%
08/02/2024,2425.7,2444.0,2477.0,2416.0,-0.38%
08/01/2024,2435.0,2446.7,2455.1,2430.4,0.35%
07/31/2024,2426.5,2407.1,2447.6,2402.8,0.89%
07/30/2024,2405.0,2380.9,2409.3,2373.8,1.17%
07/29/2024,2377.3,2377.3,2377.3,2377.3,-0.11%
07/26/2024,2380.0,2368.7,2386.9,2368.7,1.19%
07/25/2024,2351.9,2365.5,2365.5,2351.9,-2.54%
07/24/2024,2413.3,2421.0,2421.0,2411.6,0.36%
07/23/2024,2404.6,2395.8,2404.6,2388.7,0.53%
07/22/2024,2392.0,2402.1,2402.1,2392.0,-0.15%
07/19/2024,2395.5,2418.8,2419.2,2395.5,-2.30%
07/18/2024,2451.8,2466.0,2466.0,2451.8,-0.12%
07/17/2024,2454.8,2472.9,2473.1,2454.8,-0.31%
07/16/2024,2462.4,2427.4,2462.4,2427.4,1.63%
07/15/2024,2422.9,2430.0,2436.0,2422.9,0.37%
07/12/2024,2414.0,2399.8,2414.0,2391.3,-0.04%
07/11/2024,2415.0,2378.7,2416.7,2378.7,1.80%
07/10/2024,2372.2,2366.3,2377.0,2365.8,0.51%
07/09/2024,2360.1,2363.1,2363.7,2360.1,0.21%
07/08/2024,2355.2,2381.7,2383.8,2352.8,-1.39%
07/05/2024,2388.5,2354.9,2388.5,2354.9,1.22%
07/03/2024,2359.8,2330.9,2361.6,2330.9,1.58%
07/02/2024,2323.0,2330.7,2334.6,2323.0,-0.20%
07/01/2024,2327.6,2323.8,2329.7,2321.7,-0.00%
06/28/2024,2327.7,2325.4,2338.3,2319.0,0.14%
06/27/2024,2324.5,2296.8,2329.0,2295.0,1.10%
06/26/2024,2299.2,2307.9,2314.4,2298.0,-0.75%
06/25/2024,2316.6,2324.4,2333.0,2316.6,-0.58%
06/24/2024,2330.0,2323.3,2332.9,2322.7,0.59%
06/21/2024,2316.4,2331.2,2331.2,2316.4,-1.59%
06/20/2024,2353.8,2328.9,2354.0,2328.3,1.00%
06/18/2024,2330.4,2311.8,2330.4,2311.8,0.78%
06/17/2024,2312.4,2320.2,2320.2,2309.6,-0.81%
06/14/2024,2331.4,2307.0,2331.4,2305.8,1.36%
06/13/2024,2300.2,2309.4,2317.7,2296.2,-1.53%
06/12/2024,2336.0,2314.9,2338.7,2310.3,1.24%
06/11/2024,2307.5,2300.0,2314.1,2300.0,-0.01%
06/10/2024,2307.7,2290.6,2309.3,2290.5,0.11%
06/07/2024,2305.2,2379.9,2385.1,2285.4,-2.75%
06/06/2024,2370.3,2355.0,2375.8,2355.0,0.69%
06/05/2024,2354.1,2326.4,2354.3,2326.2,1.23%
06/04/2024,2325.5,2347.5,2347.7,2313.9,-0.90%
06/03/2024,2346.6,2322.6,2347.5,2312.0,1.02%
05/31/2024,2322.9,2344.1,2354.0,2319.0,-0.85%
05/30/2024,2342.9,2336.9,2349.5,2320.8,0.11%
05/29/2024,2340.3,2340.3,2340.3,2340.3,-0.63%
05/28/2024,2355.2,2336.9,2359.7,2336.9,0.97%
05/24/2024,2332.5,2342.6,2345.4,2332.5,-0.11%
05/23/2024,2335.0,2371.2,2371.2,2335.0,-2.27%
05/22/2024,2389.2,2417.5,2417.6,2375.8,-1.34%
05/21/2024,2421.7,2429.5,2429.5,2421.0,-0.50%
05/20/2024,2433.9,2415.8,2435.8,2409.7,0.90%
05/17/2024,2412.2,2380.7,2415.8,2380.7,1.35%
05/16/2024,2380.0,2389.5,2392.2,2380.0,-0.36%
05/15/2024,2388.7,2361.6,2388.7,2356.0,1.50%
05/14/2024,2353.4,2336.0,2358.0,2336.0,0.74%
05/13/2024,2336.1,2358.3,2358.3,2336.1,-1.32%
05/10/2024,2367.3,2367.3,2367.3,2367.3,1.51%
05/09/2024,2332.1,2310.7,2339.5,2310.7,0.80%
05/08/2024,2313.6,2313.6,2313.6,2313.6,-0.07%
05/07/2024,2315.2,2324.3,2324.3,2315.2,-0.28%
05/06/2024,2321.6,2322.8,2325.5,2314.2,0.98%
05/03/2024,2299.0,2300.0,2301.0,2277.6,-0.01%
05/02/2024,2299.2,2321.7,2324.7,2292.3,-0.03%
05/01/2024,2299.9,2287.7,2327.3,2283.8,0.37%
04/30/2024,2291.4,2322.5,2322.5,2291.4,-2.30%
04/29/2024,2345.4,2334.8,2345.5,2327.9,0.45%
04/26/2024,2334.8,2347.9,2347.9,2332.8,0.21%
04/25/2024,2329.8,2315.0,2329.8,2305.0,0.23%
04/24/2024,2324.5,2321.3,2328.7,2314.6,-0.14%
04/23/2024,2327.7,2327.7,2330.8,2294.2,-0.19%
04/22/2024,2332.2,2383.3,2383.3,2326.9,-2.76%
04/19/2024,2398.4,2379.3,2399.8,2377.3,0.68%
04/18/2024,2382.3,2368.4,2384.4,2368.4,0.45%
04/17/2024,2371.7,2384.2,2391.4,2369.3,-0.80%
04/16/2024,2390.8,2384.0,2390.8,2371.4,1.06%
04/15/2024,2365.8,2362.1,2384.7,2326.0,0.41%
04/12/2024,2356.2,2377.3,2429.0,2334.3,0.06%
04/11/2024,2354.8,2341.5,2376.3,2330.6,1.08%
04/10/2024,2329.6,2346.6,2358.1,2327.7,-0.59%
04/09/2024,2343.5,2337.8,2364.7,2337.8,0.51%
04/08/2024,2331.7,2325.6,2341.8,2319.0,0.26%
04/05/2024,2325.7,2289.2,2328.4,2267.4,1.61%
04/04/2024,2288.8,2301.7,2302.9,2280.0,-0.24%
04/03/2024,2294.4,2281.7,2298.8,2267.9,1.48%
04/02/2024,2261.0,2252.0,2279.2,2247.6,1.10%
04/01/2024,2236.5,2235.7,2264.2,2230.0,0.86%
03/28/2024,2217.4,2193.6,2234.1,2187.1,1.22%
03/27/2024,2190.6,2179.4,2196.2,2172.1,0.69%
03/26/2024,2175.6,2182.7,2182.7,2175.6,0.04%
03/25/2024,2174.8,2166.2,2179.4,2166.2,0.77%
03/22/2024,2158.1,2179.2,2179.6,2157.5,-1.11%
03/21/2024,2182.4,2207.0,2211.6,2182.4,1.14%
03/20/2024,2157.9,2157.3,2185.9,2150.9,0.07%
03/19/2024,2156.3,2156.1,2156.3,2156.1,-0.20%
03/18/2024,2160.7,2146.2,2160.7,2146.2,0.16%
03/15/2024,2157.3,2161.7,2161.7,2157.3,-0.26%
03/14/2024,2163.0,2163.0,2163.0,2162.3,-0.57%
03/13/2024,2175.4,2162.5,2175.4,2162.5,0.69%
03/12/2024,2160.4,2182.5,2182.7,2160.4,-1.01%
03/11/2024,2182.5,2181.0,2184.0,2177.2,0.18%
03/08/2024,2178.6,2167.3,2194.9,2166.3,0.95%
03/07/2024,2158.0,2147.0,2163.0,2147.0,0.36%
03/06/2024,2150.3,2125.5,2150.3,2125.5,0.79%
03/05/2024,2133.5,2114.9,2133.5,2111.4,0.75%
03/04/2024,2117.7,2083.6,2119.8,2080.7,1.48%
03/01/2024,2086.9,2043.1,2086.9,2041.8,2.01%
02/29/2024,2045.7,2034.3,2049.8,2034.3,0.62%
02/28/2024,2033.0,2029.5,2037.0,2024.8,-0.05%
02/27/2024,2034.0,2035.9,2035.9,2034.0,0.27%
02/26/2024,2028.5,2034.1,2035.4,2024.8,-0.50%
02/23/2024,2038.6,2026.0,2038.6,2014.9,0.94%
02/22/2024,2019.7,2033.2,2033.2,2019.7,-0.13%
02/21/2024,2022.3,2028.2,2028.2,2022.3,-0.26%
02/20/2024,2027.5,2015.6,2029.0,2015.6,0.80%
02/16/2024,2011.5,2005.0,2011.5,1996.5,0.47%
02/15/2024,2002.1,1993.6,2007.2,1993.6,0.59%
02/14/2024,1990.3,1990.3,1993.5,1984.8,-0.13%
02/13/2024,1992.9,2025.1,2025.8,1990.0,-1.25%
02/12/2024,2018.2,2025.5,2025.5,2011.6,-0.25%
02/09/2024,2023.3,2032.0,2032.0,2020.0,-0.44%
02/08/2024,2032.2,2028.0,2036.7,2020.3,-0.15%
02/07/2024,2035.2,2032.8,2039.5,2032.7,0.03%
02/06/2024,2034.5,2025.9,2037.3,2025.9,0.43%
02/05/2024,2025.7,2038.9,2040.8,2013.8,-0.51%
02/02/2024,2036.1,2054.8,2055.9,2027.7,-0.82%
02/01/2024,2053.0,2040.2,2064.5,2029.0,0.22%
01/31/2024,2048.4,2035.4,2055.0,2030.0,0.83%
01/30/2024,2031.5,2032.5,2048.5,2028.1,0.31%
01/29/2024,2025.2,2025.2,2025.2,2025.2,0.42%
01/26/2024,2016.8,2021.7,2022.4,2016.8,-0.00%
01/25/2024,2016.9,2012.1,2022.4,2012.1,0.15%
01/24/2024,2013.9,2023.2,2033.2,2013.9,-0.48%
01/23/2024,2023.7,2030.3,2030.3,2022.5,0.19%
01/22/2024,2019.8,2021.3,2021.3,2019.8,-0.33%
01/19/2024,2026.5,2023.2,2036.0,2019.5,0.39%
01/18/2024,2018.6,2012.8,2018.6,2009.5,0.80%
01/17/2024,2002.6,2026.5,2026.5,2002.6,-1.15%
01/16/2024,2026.0,2051.7,2054.8,2026.0,-1.01%
01/12/2024,2046.7,2031.1,2057.0,2031.1,1.61%
01/11/2024,2014.3,2025.1,2025.1,2014.3,-0.37%
01/10/2024,2021.7,2029.0,2035.6,2021.7,-0.23%
01/09/2024,2026.4,2035.8,2035.8,2026.4,-0.01%
01/08/2024,2026.6,2019.1,2033.7,2019.1,-0.77%
01/05/2024,2042.4,2044.5,2048.1,2042.4,0.00%
01/04/2024,2042.3,2041.6,2044.5,2038.0,0.40%
01/03/2024,2034.2,2034.2,2044.0,2034.2,-1.46%
01/02/2024,2064.4,2063.5,2073.7,2057.1,0.10%
12/29/2023,2062.4,2068.0,2068.9,2062.1,-0.55%
12/28/2023,2073.9,2081.6,2087.3,2066.5,-0.38%
