date,price,open,high,low,change %
12/27/2023,2081.9,2067.3,2081.9,2064.8,1.15%
12/26/2023,2058.2,2060.0,2060.8,2054.2,0.05%
12/22/2023,2057.1,2055.7,2068.7,2052.2,0.88%
12/21/2023,2039.1,2035.8,2044.5,2033.0,0.23%
12/20/2023,2034.5,2037.1,2037.1,2030.3,-0.19%
12/19/2023,2038.4,2025.2,2042.7,2025.2,0.60%
12/18/2023,2026.3,2024.3,2032.8,2024.0,0.26%
12/15/2023,2021.1,2032.6,2043.4,2018.3,-0.45%
12/14/2023,2030.2,2024.7,2040.1,2024.3,2.42%
12/13/2023,1982.3,1978.5,2024.8,1975.0,0.23%
12/12/2023,1977.8,1984.2,1994.2,1977.8,-0.01%
12/11/2023,1978.0,2004.1,2004.2,1977.2,-1.02%
12/08/2023,1998.3,2031.7,2033.1,1995.0,-1.56%
12/07/2023,2029.9,2029.2,2034.9,2024.0,-0.03%
12/06/2023,2030.5,2019.9,2035.8,2019.0,0.59%
12/05/2023,2018.5,2035.1,2037.0,2010.2,-0.28%
12/04/2023,2024.1,2075.3,2130.2,2021.0,-2.26%
12/01/2023,2071.0,2038.3,2073.2,2036.0,1.61%
11/30/2023,2038.1,2046.1,2047.1,2033.1,-0.44%
11/29/2023,2047.1,2041.7,2052.1,2036.0,0.36%
11/28/2023,2039.7,2040.6,2042.7,2039.7,1.39%
11/27/2023,2011.8,2011.7,2011.8,2011.7,0.48%
11/24/2023,2002.2,1991.9,2002.2,1991.5,0.54%
11/22/2023,1991.4,1999.1,1999.4,1991.0,-0.40%
11/21/2023,1999.3,1990.7,2005.5,1988.5,1.09%
11/20/2023,1977.7,1978.7,1979.4,1969.7,-0.20%
11/17/2023,1981.6,1982.5,1984.0,1979.8,-0.12%
11/16/2023,1983.9,1965.3,1983.9,1964.6,1.21%
11/15/2023,1960.1,1962.8,1962.8,1960.0,-0.09%
11/14/2023,1961.8,1965.8,1965.8,1961.8,0.84%
11/13/2023,1945.5,1939.9,1947.2,1934.0,0.67%
11/10/2023,1932.6,1959.6,1959.6,1932.6,-1.61%
11/09/2023,1964.2,1951.7,1964.2,1945.3,0.65%
11/08/2023,1951.5,1967.8,1967.8,1947.7,-0.78%
11/07/2023,1966.8,1966.5,1966.8,1960.7,-0.75%
11/06/2023,1981.6,1981.6,1981.6,1977.4,-0.50%
11/03/2023,1991.5,1989.0,1991.5,1989.0,0.30%
11/02/2023,1985.6,1989.1,1990.3,1979.5,0.34%
11/01/2023,1978.8,1990.5,1990.5,1977.8,-0.32%
10/31/2023,1985.2,1996.5,2001.0,1983.7,-0.55%
10/30/2023,1996.2,2004.1,2004.1,1992.5,0.38%
10/27/2023,1988.6,1988.6,1988.6,1988.6,0.07%
10/26/2023,1987.2,1988.2,1988.2,1980.4,0.16%
10/25/2023,1984.1,1971.2,1985.3,1971.2,0.46%
10/24/2023,1975.0,1970.3,1975.0,1970.3,-0.07%
10/23/2023,1976.3,1976.2,1978.9,1972.9,-0.31%
10/20/2023,1982.5,1981.1,1988.6,1980.4,0.72%
10/19/2023,1968.4,1950.1,1977.7,1945.7,0.67%
10/18/2023,1955.3,1935.0,1957.9,1935.0,1.70%
10/17/2023,1922.7,1914.3,1925.8,1914.3,0.08%
10/16/2023,1921.1,1910.4,1921.1,1910.3,-0.33%
10/13/2023,1927.4,1877.5,1930.1,1877.5,3.11%
10/12/2023,1869.3,1874.7,1881.2,1867.0,-0.19%
10/11/2023,1872.8,1869.5,1874.6,1869.1,0.63%
10/10/2023,1861.0,1857.0,1861.4,1852.8,0.62%
10/09/2023,1849.5,1842.5,1861.5,1842.5,1.05%
10/06/2023,1830.2,1819.0,1831.8,1809.4,0.75%
10/05/2023,1816.6,1826.3,1826.3,1815.6,-0.10%
10/04/2023,1818.5,1821.8,1828.2,1816.4,-0.33%
10/03/2023,1824.6,1825.0,1830.9,1816.8,-0.30%
10/02/2023,1830.0,1844.1,1845.9,1826.7,-0.98%
09/29/2023,1848.1,1864.3,1872.3,1846.0,-0.66%
09/28/2023,1860.4,1875.5,1878.2,1856.7,-0.60%
09/27/2023,1871.6,1871.6,1871.6,1871.6,-1.52%
09/26/2023,1900.4,1905.0,1905.1,1900.4,-0.85%
09/25/2023,1916.6,1916.6,1916.6,1916.6,-0.46%
09/22/2023,1925.4,1925.4,1925.4,1925.4,0.32%
09/21/2023,1919.2,1924.0,1924.0,1919.2,-1.36%
09/20/2023,1945.6,1945.6,1945.6,1929.2,0.70%
09/19/2023,1932.0,1934.0,1934.0,1932.0,0.03%
09/18/2023,1931.5,1928.2,1931.5,1926.4,0.41%
09/15/2023,1923.7,1923.5,1927.3,1923.5,0.72%
09/14/2023,1910.0,1903.0,1910.0,1903.0,0.05%
09/13/2023,1909.1,1910.3,1914.6,1908.9,-0.12%
09/12/2023,1911.3,1920.8,1920.8,1911.3,-0.62%
09/11/2023,1923.3,1923.0,1928.3,1921.8,0.26%
09/08/2023,1918.4,1924.0,1924.7,1918.4,0.05%
09/07/2023,1917.5,1917.6,1921.5,1917.5,-0.03%
09/06/2023,1918.1,1924.1,1925.3,1916.3,-0.42%
09/05/2023,1926.2,1934.4,1934.4,1924.7,-0.70%
09/01/2023,1939.8,1950.0,1950.0,1936.6,0.08%
08/31/2023,1938.2,1944.4,1944.4,1938.2,-0.31%
08/30/2023,1944.3,1936.0,1946.4,1934.6,0.40%
08/29/2023,1936.5,1917.9,1936.5,1916.9,0.97%
08/28/2023,1917.9,1915.5,1921.5,1915.5,0.36%
08/25/2023,1911.1,1919.8,1919.8,1911.1,-0.37%
08/24/2023,1918.2,1920.0,1920.8,1918.2,-0.02%
08/23/2023,1918.5,1909.6,1918.5,1909.6,1.17%
08/22/2023,1896.4,1894.6,1896.8,1892.8,0.16%
08/21/2023,1893.3,1893.6,1893.6,1893.3,0.38%
08/18/2023,1886.1,1891.8,1891.8,1886.1,0.11%
08/17/2023,1884.1,1893.7,1902.4,1884.0,-0.63%
08/16/2023,1896.1,1904.5,1904.5,1890.3,-0.34%
08/15/2023,1902.5,1906.0,1907.7,1895.0,-0.42%
08/14/2023,1910.6,1909.3,1912.6,1903.3,-0.12%
08/11/2023,1912.9,1913.0,1916.6,1911.8,-0.08%
08/10/2023,1914.4,1921.1,1927.8,1911.4,-0.05%
08/09/2023,1915.4,1925.4,1928.8,1913.7,-0.45%
08/08/2023,1924.1,1931.7,1933.2,1923.0,-0.49%
08/07/2023,1933.5,1941.0,1941.0,1929.8,-0.31%
08/04/2023,1939.6,1934.9,1945.0,1920.0,0.39%
08/03/2023,1932.0,1934.2,1936.5,1928.0,-0.28%
08/02/2023,1937.4,1948.4,1953.6,1933.2,-0.17%
08/01/2023,1940.7,1964.9,1965.4,1940.7,-1.51%
07/31/2023,1970.5,1959.2,1971.6,1950.0,0.52%
07/28/2023,1960.4,1945.5,1962.2,1944.2,0.77%
07/27/2023,1945.4,1945.4,1945.4,1945.4,-1.19%
07/26/2023,1968.9,1966.2,1972.0,1966.2,0.35%
07/25/2023,1962.1,1953.0,1962.5,1953.0,0.09%
07/24/2023,1960.3,1965.3,1965.5,1960.3,-0.20%
07/21/2023,1964.3,1961.8,1964.3,1961.8,-0.20%
07/20/2023,1968.3,1973.7,1973.7,1965.6,-0.47%
07/19/2023,1977.5,1977.0,1977.5,1973.0,0.02%
07/18/2023,1977.2,1968.8,1978.4,1963.4,1.27%
07/17/2023,1952.4,1954.0,1956.5,1946.6,-0.39%
07/14/2023,1960.1,1958.4,1960.6,1952.7,0.05%
07/13/2023,1959.2,1961.1,1961.1,1953.0,0.15%
07/12/2023,1956.2,1932.3,1958.0,1932.2,1.29%
07/11/2023,1931.3,1925.0,1937.0,1924.2,0.33%
07/10/2023,1925.0,1923.6,1926.1,1912.3,-0.06%
07/07/2023,1926.2,1913.4,1934.1,1913.4,0.92%
07/06/2023,1908.7,1909.3,1910.2,1903.2,-0.57%
07/05/2023,1919.6,1923.5,1933.9,1914.7,-0.11%
07/03/2023,1921.7,1917.9,1929.5,1917.9,0.03%
06/30/2023,1921.1,1908.6,1921.1,1900.6,0.62%
06/29/2023,1909.2,1909.9,1909.9,1892.5,-0.16%
06/28/2023,1912.3,1912.3,1912.3,1912.3,-0.09%
06/27/2023,1914.0,1927.0,1929.4,1914.0,-0.50%
06/26/2023,1923.7,1922.9,1928.5,1922.5,0.24%
06/23/2023,1919.1,1918.7,1932.5,1918.7,0.33%
06/22/2023,1912.7,1920.0,1921.0,1912.1,-1.07%
06/21/2023,1933.3,1935.6,1936.8,1920.0,-0.11%
06/20/2023,1935.5,1958.6,1958.6,1931.3,-1.17%
06/16/2023,1958.4,1961.4,1962.9,1953.5,0.03%
06/15/2023,1957.8,1941.7,1958.8,1926.0,0.13%
06/14/2023,1955.3,1946.2,1958.2,1940.3,0.55%
06/13/2023,1944.6,1960.6,1967.5,1940.3,-0.55%
06/12/2023,1955.3,1959.7,1963.5,1951.4,-0.35%
06/09/2023,1962.2,1965.1,1969.8,1960.3,-0.07%
06/08/2023,1963.6,1943.2,1969.0,1943.1,1.08%
06/07/2023,1942.7,1959.0,1968.4,1940.7,-1.16%
06/06/2023,1965.5,1960.8,1965.5,1958.8,0.38%
06/05/2023,1958.0,1947.5,1961.9,1937.8,0.29%
06/02/2023,1952.4,1977.1,1982.5,1947.4,-1.29%
06/01/2023,1978.0,1963.2,1983.0,1954.3,0.72%
05/31/2023,1963.9,1958.2,1973.0,1953.0,0.30%
05/30/2023,1958.0,1942.7,1962.6,1931.0,0.71%
05/26/2023,1944.1,1948.2,1948.4,1944.1,0.05%
05/25/2023,1943.1,1943.1,1943.1,1943.1,-1.00%
05/24/2023,1962.8,1975.4,1975.4,1962.8,-0.49%
05/23/2023,1972.4,1972.4,1972.4,1972.4,-0.12%
05/22/2023,1974.8,1980.5,1980.5,1974.8,-0.20%
05/19/2023,1978.7,1960.0,1978.7,1960.0,1.13%
05/18/2023,1956.5,1956.5,1956.8,1956.5,-1.22%
05/17/2023,1980.7,1983.6,1983.6,1980.7,-0.39%
05/16/2023,1988.4,1988.4,1988.4,1988.4,-1.47%
05/15/2023,2018.0,2013.8,2018.0,2013.8,0.17%
05/12/2023,2014.5,2014.5,2014.5,2014.5,-0.01%
05/11/2023,2014.7,2034.1,2038.3,2014.0,-0.78%
05/10/2023,2030.5,2032.3,2044.3,2029.5,-0.28%
05/09/2023,2036.2,2026.6,2037.3,2025.9,0.49%
05/08/2023,2026.3,2022.5,2026.3,2022.5,0.44%
05/05/2023,2017.4,2046.4,2046.4,2004.3,-1.49%
05/04/2023,2048.0,2045.0,2072.0,2040.0,0.96%
05/03/2023,2028.6,2017.1,2035.1,2015.2,0.71%
05/02/2023,2014.3,1994.7,2018.0,1994.7,1.56%
05/01/2023,1983.4,1980.1,2005.0,1976.9,-0.34%
04/28/2023,1990.1,1986.9,1990.1,1977.7,0.01%
04/27/2023,1989.9,1990.6,2002.3,1979.9,0.21%
04/26/2023,1985.7,1997.8,1998.8,1985.6,-0.42%
04/25/2023,1994.0,1995.7,1999.1,1982.3,0.25%
04/24/2023,1989.1,1981.3,1989.8,1977.4,0.48%
04/21/2023,1979.5,1996.2,1996.2,1974.1,-1.40%
04/20/2023,2007.6,1998.0,2007.6,1998.0,0.62%
04/19/2023,1995.2,2005.7,2006.4,1969.8,-0.61%
04/18/2023,2007.4,1996.9,2007.4,1996.9,0.66%
04/17/2023,1994.2,2002.7,2007.6,1983.2,-0.40%
04/14/2023,2002.2,2041.0,2047.8,1995.0,-1.92%
04/13/2023,2041.3,2015.6,2048.6,2015.6,1.51%
04/12/2023,2010.9,2005.2,2025.7,2005.2,0.30%
04/11/2023,2004.8,1991.4,2006.5,1991.4,0.79%
04/10/2023,1989.1,2000.0,2006.6,1984.0,-1.13%
04/06/2023,2011.9,2022.2,2023.3,2005.0,-0.45%
04/05/2023,2020.9,2022.1,2033.8,2013.6,-0.06%
04/04/2023,2022.2,1984.6,2027.1,1979.0,1.93%
04/03/2023,1983.9,1968.1,1991.7,1950.0,0.76%
03/31/2023,1969.0,1981.3,1986.8,1968.0,-0.57%
03/30/2023,1980.3,1965.9,1984.4,1954.9,0.72%
03/29/2023,1966.1,1966.1,1966.1,1966.1,-0.32%
03/28/2023,1972.4,1972.4,1972.4,1972.4,1.02%
03/27/2023,1952.4,1957.2,1957.2,1952.4,-1.50%
03/24/2023,1982.1,1991.7,1995.4,1982.1,-0.59%
03/23/2023,1993.8,1990.5,1994.6,1990.5,2.41%
03/22/2023,1946.8,1946.8,1974.0,1946.8,0.45%
03/21/2023,1938.0,1973.8,1973.8,1938.0,-2.08%
03/20/2023,1979.2,1988.3,2003.9,1968.9,0.48%
03/17/2023,1969.8,1946.0,1985.1,1946.0,2.65%
03/16/2023,1919.0,1909.9,1931.7,1909.9,-0.39%
03/15/2023,1926.6,1903.9,1926.6,1898.5,1.07%
03/14/2023,1906.2,1912.2,1912.2,1901.1,-0.29%
03/13/2023,1911.7,1890.8,1913.1,1875.1,2.67%
03/10/2023,1862.0,1852.3,1868.5,1852.0,1.79%
03/09/2023,1829.3,1816.4,1829.3,1815.6,0.92%
03/08/2023,1812.7,1811.6,1812.9,1811.5,-0.07%
03/07/2023,1813.9,1840.9,1840.9,1813.9,-1.84%
03/06/2023,1847.9,1853.3,1853.8,1844.2,0.01%
03/03/2023,1847.7,1837.3,1855.4,1837.3,0.77%
03/02/2023,1833.5,1830.0,1836.3,1830.0,-0.23%
03/01/2023,1837.7,1827.1,1841.7,1827.1,0.48%
02/28/2023,1828.9,1808.1,1830.0,1808.1,0.65%
02/27/2023,1817.0,1811.6,1817.5,1808.9,0.45%
02/24/2023,1808.8,1808.8,1808.8,1808.8,-0.51%
02/23/2023,1818.0,1826.4,1827.5,1818.0,-0.76%
02/22/2023,1832.0,1835.7,1836.2,1825.1,-0.05%
02/21/2023,1833.0,1842.6,1843.0,1833.0,-0.40%
02/17/2023,1840.4,1827.4,1842.2,1818.4,-0.09%
02/16/2023,1842.0,1838.6,1843.7,1827.2,0.43%
02/15/2023,1834.2,1842.0,1842.0,1828.2,-1.07%
02/14/2023,1854.0,1854.1,1862.0,1846.2,0.11%
02/13/2023,1851.9,1859.0,1861.0,1850.0,-0.59%
02/10/2023,1862.8,1861.6,1863.5,1852.4,-0.18%
02/09/2023,1866.2,1875.3,1884.6,1859.8,-0.60%
02/08/2023,1877.4,1872.1,1880.4,1872.1,0.30%
02/07/2023,1871.7,1870.0,1875.7,1868.0,0.29%
02/06/2023,1866.2,1865.6,1880.0,1863.4,0.18%
02/03/2023,1862.9,1912.4,1917.0,1861.5,-2.79%
02/02/2023,1916.3,1952.3,1959.1,1911.3,-0.60%
02/01/2023,1927.8,1927.2,1955.0,1922.0,-0.09%
01/31/2023,1929.5,1923.0,1930.4,1900.6,0.34%
01/30/2023,1922.9,1928.3,1933.6,1920.3,-0.30%
01/27/2023,1928.6,1928.6,1928.6,1928.6,-0.03%
01/26/2023,1929.1,1936.6,1937.1,1927.1,-0.62%
01/25/2023,1941.2,1941.2,1941.2,1939.8,0.38%
01/24/2023,1933.9,1931.8,1936.8,1931.8,0.35%
01/23/2023,1927.1,1926.5,1927.1,1915.0,0.04%
01/20/2023,1926.4,1922.1,1928.5,1921.4,0.22%
01/19/2023,1922.1,1922.1,1931.8,1922.1,0.93%
01/18/2023,1904.4,1911.1,1911.1,1903.1,-0.15%
01/17/2023,1907.2,1920.1,1920.1,1905.2,-0.58%
01/13/2023,1918.4,1899.0,1920.9,1898.3,1.21%
01/12/2023,1895.5,1877.2,1897.4,1877.2,1.11%
01/11/2023,1874.6,1873.1,1877.8,1873.1,0.16%
01/10/2023,1871.6,1877.8,1878.1,1871.6,-0.06%
01/09/2023,1872.7,1867.0,1880.0,1867.0,0.46%
01/06/2023,1864.2,1838.4,1868.2,1835.3,1.60%
01/05/2023,1834.8,1855.2,1855.2,1834.8,-0.97%
01/04/2023,1852.8,1845.6,1859.1,1845.6,0.71%
01/03/2023,1839.7,1836.2,1839.7,1836.2,1.10%
12/30/2022,1819.7,1817.0,1822.3,1816.8,0.01%
12/29/2022,1819.5,1805.8,1819.5,1805.8,0.64%
12/28/2022,1807.9,1803.2,1807.9,1803.1,-0.38%
12/27/2022,1814.8,1803.4,1826.3,1803.4,1.05%
12/23/2022,1795.9,1794.3,1802.8,1794.1,0.50%
12/22/2022,1787.0,1818.1,1818.1,1785.0,-1.59%
12/21/2022,1815.9,1817.4,1821.4,1814.4,0.00%
12/20/2022,1815.9,1786.5,1821.4,1786.5,1.58%
12/19/2022,1787.7,1791.6,1796.3,1785.6,-0.13%
12/16/2022,1790.0,1777.9,1791.4,1777.9,0.72%
12/15/2022,1777.2,1801.0,1801.0,1774.8,-1.68%
12/14/2022,1807.5,1810.8,1812.8,1797.9,-0.35%
12/13/2022,1813.9,1780.7,1819.8,1780.5,1.88%
12/12/2022,1780.5,1787.3,1793.9,1777.7,-0.98%
12/09/2022,1798.1,1794.9,1804.3,1791.1,0.53%
12/08/2022,1788.7,1782.0,1790.9,1782.0,0.18%
12/07/2022,1785.5,1769.3,1790.3,1769.3,0.92%
12/06/2022,1769.3,1768.6,1779.4,1767.9,0.11%
12/05/2022,1767.4,1795.7,1808.0,1764.3,-1.59%
12/02/2022,1795.9,1802.0,1802.3,1779.4,-0.29%
12/01/2022,1801.1,1768.7,1803.7,1768.7,3.16%
11/30/2022,1746.0,1748.1,1769.4,1745.1,-0.14%
11/29/2022,1748.4,1739.5,1758.2,1737.9,0.48%
11/28/2022,1740.1,1741.3,1741.3,1740.1,-0.75%
11/25/2022,1753.3,1753.0,1757.9,1749.2,0.48%
11/23/2022,1744.9,1736.5,1750.9,1736.5,0.38%
11/22/2022,1738.3,1741.7,1741.7,1738.3,0.05%
11/21/2022,1737.4,1739.0,1744.9,1736.1,-0.83%
11/18/2022,1751.9,1763.3,1763.3,1747.6,-0.51%
11/17/2022,1760.8,1763.0,1763.0,1756.0,-0.69%
11/16/2022,1773.0,1776.6,1778.9,1773.0,-0.05%
11/15/2022,1773.8,1770.8,1773.8,1769.9,0.01%
11/14/2022,1773.6,1762.0,1773.6,1761.6,0.43%
11/11/2022,1766.0,1763.8,1766.0,1757.6,0.90%
11/10/2022,1750.3,1708.2,1750.3,1708.2,2.35%
11/09/2022,1710.1,1707.4,1720.2,1706.0,-0.12%
11/08/2022,1712.1,1703.2,1712.1,1703.2,2.12%
11/07/2022,1676.5,1676.9,1677.9,1672.9,0.24%
11/04/2022,1672.5,1630.2,1674.5,1629.0,2.78%
11/03/2022,1627.3,1629.2,1629.2,1615.1,-1.12%
11/02/2022,1645.7,1650.8,1664.7,1634.0,0.04%
11/01/2022,1645.0,1630.8,1653.7,1630.8,0.56%
10/31/2022,1635.9,1641.8,1641.8,1633.4,-0.23%
10/28/2022,1639.6,1661.0,1661.0,1638.7,-1.27%
10/27/2022,1660.7,1660.7,1660.7,1660.7,-0.20%
10/26/2022,1664.0,1649.8,1667.0,1649.8,0.68%
10/25/2022,1652.8,1648.2,1652.8,1637.3,0.25%
10/24/2022,1648.7,1662.7,1662.7,1648.7,-0.14%
10/21/2022,1651.0,1634.1,1653.9,1634.1,1.24%
10/20/2022,1630.8,1622.8,1641.4,1622.8,0.20%
10/19/2022,1627.5,1637.5,1637.5,1627.5,-1.30%
10/18/2022,1649.0,1651.4,1655.2,1649.0,-0.48%
10/17/2022,1657.0,1650.2,1657.0,1646.8,0.93%
10/14/2022,1641.7,1665.3,1667.0,1640.0,-1.69%
10/13/2022,1670.0,1675.2,1675.3,1641.5,-0.02%
10/12/2022,1670.3,1668.0,1672.7,1668.0,-0.50%
10/11/2022,1678.7,1661.8,1678.7,1661.0,0.68%
10/10/2022,1667.3,1693.4,1693.4,1667.0,-1.95%
10/07/2022,1700.5,1710.1,1710.1,1693.7,-0.65%
10/06/2022,1711.7,1721.0,1723.3,1709.1,0.02%
10/05/2022,1711.4,1724.1,1726.6,1703.0,-0.56%
10/04/2022,1721.1,1701.2,1728.0,1696.0,1.67%
10/03/2022,1692.9,1667.2,1700.0,1661.9,1.83%
09/30/2022,1662.4,1661.7,1672.7,1658.0,0.24%
09/29/2022,1658.5,1657.0,1662.6,1640.0,-0.11%
09/28/2022,1660.4,1620.4,1660.4,1620.4,2.07%
09/27/2022,1626.7,1632.2,1636.6,1626.7,0.21%
09/26/2022,1623.3,1623.3,1623.3,1623.3,-1.34%
09/23/2022,1645.3,1667.0,1667.0,1645.3,-1.53%
09/22/2022,1670.8,1668.3,1670.8,1668.3,0.37%
09/21/2022,1664.6,1665.5,1680.1,1664.6,0.30%
09/20/2022,1659.7,1659.7,1659.7,1659.7,-0.39%
09/19/2022,1666.2,1661.8,1669.4,1658.5,-0.33%
09/16/2022,1671.7,1660.4,1674.9,1651.7,0.38%
09/15/2022,1665.4,1685.5,1686.0,1662.3,-1.83%
09/14/2022,1696.5,1698.7,1701.8,1696.5,-0.50%
09/13/2022,1705.0,1720.5,1720.5,1697.3,-1.34%
09/12/2022,1728.1,1727.4,1728.1,1727.4,0.69%
09/09/2022,1716.2,1719.2,1720.0,1712.8,0.48%
09/08/2022,1708.0,1718.2,1718.2,1705.3,-0.43%
09/07/2022,1715.3,1694.8,1715.3,1694.7,0.88%
09/06/2022,1700.4,1709.7,1717.4,1699.7,-0.55%
09/02/2022,1709.8,1703.4,1715.7,1703.1,0.78%
09/01/2022,1696.6,1707.9,1707.9,1693.9,-0.95%
08/31/2022,1712.8,1718.3,1720.9,1708.5,-0.60%
08/30/2022,1723.2,1736.4,1739.0,1720.7,-0.77%
08/29/2022,1736.6,1732.4,1741.2,1732.1,0.03%
08/26/2022,1736.1,1754.0,1755.0,1736.1,-1.23%
08/25/2022,1757.7,1761.6,1761.8,1755.0,0.57%
08/24/2022,1747.8,1745.0,1751.8,1743.6,0.06%
08/23/2022,1746.8,1738.0,1748.9,1731.9,0.74%
08/22/2022,1734.0,1740.5,1740.5,1726.5,-0.78%
08/19/2022,1747.6,1753.7,1754.3,1747.5,-0.44%
08/18/2022,1755.3,1762.9,1762.9,1753.4,-0.28%
08/17/2022,1760.3,1769.7,1769.7,1760.0,-0.73%
08/16/2022,1773.2,1777.4,1777.4,1771.4,-0.46%
08/15/2022,1781.4,1799.0,1799.0,1774.7,-0.96%
08/12/2022,1798.6,1786.3,1800.4,1784.3,0.50%
08/11/2022,1789.7,1794.3,1794.3,1785.7,-0.33%
08/10/2022,1795.6,1804.4,1804.9,1787.8,0.09%
08/09/2022,1794.0,1790.0,1796.1,1789.0,0.40%
08/08/2022,1786.8,1771.8,1786.8,1771.8,0.78%
08/05/2022,1772.9,1791.2,1791.4,1764.2,-0.87%
08/04/2022,1788.5,1769.4,1792.1,1767.7,1.73%
08/03/2022,1758.0,1756.7,1770.5,1753.0,-0.74%
08/02/2022,1771.1,1772.1,1786.6,1759.4,0.12%
08/01/2022,1769.0,1763.9,1772.5,1756.1,0.35%
07/29/2022,1762.9,1754.0,1765.7,1750.0,0.72%
07/28/2022,1750.3,1732.3,1755.0,1732.0,1.81%
07/27/2022,1719.1,1719.1,1719.1,1719.1,0.08%
07/26/2022,1717.7,1718.0,1718.0,1717.7,-0.08%
07/25/2022,1719.0,1727.0,1732.0,1719.0,-0.47%
07/22/2022,1727.1,1713.3,1735.0,1713.0,0.84%
07/21/2022,1712.7,1687.0,1715.5,1679.8,0.78%
07/20/2022,1699.5,1707.1,1708.5,1699.5,-0.61%
07/19/2022,1710.0,1712.3,1714.4,1706.1,0.05%
07/18/2022,1709.2,1712.2,1712.4,1709.2,0.40%
07/15/2022,1702.4,1705.4,1709.7,1701.1,-0.12%
07/14/2022,1704.5,1710.3,1710.5,1704.5,-1.71%
07/13/2022,1734.2,1710.0,1734.2,1710.0,0.63%
07/12/2022,1723.3,1734.2,1735.5,1723.3,-0.39%
07/11/2022,1730.0,1732.5,1736.7,1730.0,-0.61%
07/08/2022,1740.6,1738.1,1749.3,1732.1,0.16%
07/07/2022,1737.9,1745.2,1745.2,1737.0,0.17%
07/06/2022,1734.9,1762.5,1768.0,1734.0,-1.53%
07/05/2022,1761.8,1805.4,1805.4,1761.8,-2.06%
07/01/2022,1798.9,1795.5,1806.1,1791.6,-0.29%
06/30/2022,1804.1,1809.6,1817.3,1801.0,-0.53%
06/29/2022,1813.7,1818.3,1830.3,1812.8,-0.21%
06/28/2022,1817.5,1824.2,1826.0,1817.5,-0.19%
06/27/2022,1820.9,1830.5,1830.7,1819.9,-0.31%
06/24/2022,1826.5,1820.5,1826.5,1815.8,0.04%
06/23/2022,1825.7,1835.5,1841.2,1825.7,-0.47%
06/22/2022,1834.3,1829.5,1842.7,1821.6,-0.02%
06/21/2022,1834.6,1835.3,1838.6,1830.1,-0.05%
06/17/2022,1835.6,1853.7,1853.7,1833.6,-0.55%
06/16/2022,1845.7,1819.2,1850.6,1814.9,1.67%
06/15/2022,1815.3,1814.1,1839.0,1810.8,0.32%
06/14/2022,1809.5,1825.0,1825.5,1805.3,-1.01%
06/13/2022,1828.0,1873.8,1873.8,1818.7,-2.32%
06/10/2022,1871.5,1842.7,1875.6,1823.9,1.23%
06/09/2022,1848.8,1846.1,1850.1,1837.9,-0.17%
06/08/2022,1851.9,1844.8,1855.0,1844.4,0.24%
06/07/2022,1847.5,1836.9,1851.6,1835.0,0.45%
06/06/2022,1839.2,1849.0,1854.1,1839.2,-0.34%
06/03/2022,1845.4,1867.6,1871.8,1845.4,-1.13%
06/02/2022,1866.5,1845.4,1868.7,1842.1,1.26%
06/01/2022,1843.3,1831.0,1847.9,1825.3,0.03%
05/31/2022,1842.7,1850.3,1862.1,1832.8,-0.46%
05/27/2022,1851.3,1848.3,1860.7,1845.9,0.21%
05/26/2022,1847.4,1840.4,1847.4,1840.4,0.07%
05/25/2022,1846.2,1846.2,1846.2,1846.2,-1.01%
05/24/2022,1865.1,1852.5,1867.0,1852.5,0.94%
05/23/2022,1847.8,1846.3,1863.0,1845.8,0.33%
05/20/2022,1841.8,1839.1,1841.8,1836.3,0.03%
05/19/2022,1841.2,1810.9,1841.2,1810.7,1.39%
05/18/2022,1815.9,1815.0,1819.7,1805.0,-0.13%
05/17/2022,1818.2,1824.9,1828.6,1816.7,0.26%
05/16/2022,1813.5,1790.5,1813.5,1787.0,0.34%
05/13/2022,1807.4,1825.0,1825.0,1807.4,-0.90%
05/12/2022,1823.8,1849.8,1851.9,1822.2,-1.55%
05/11/2022,1852.6,1841.5,1852.6,1841.0,0.69%
05/10/2022,1839.9,1839.9,1839.9,1839.9,-0.93%
05/09/2022,1857.1,1866.6,1867.5,1854.0,-1.28%
05/06/2022,1881.2,1874.7,1890.3,1871.5,0.38%
05/05/2022,1874.0,1897.0,1904.3,1874.0,0.37%
05/04/2022,1867.0,1867.0,1867.0,1867.0,-0.10%
05/03/2022,1868.8,1868.8,1868.8,1868.8,0.38%
05/02/2022,1861.8,1896.7,1896.8,1853.0,-2.49%
04/29/2022,1909.3,1902.7,1918.2,1902.4,1.09%
04/28/2022,1888.7,1883.8,1893.0,1872.9,0.15%
04/27/2022,1885.9,1897.8,1900.6,1882.2,-0.82%
04/26/2022,1901.4,1900.5,1909.1,1894.0,0.43%
04/25/2022,1893.2,1925.0,1925.0,1889.3,-1.96%
04/22/2022,1931.0,1949.6,1950.4,1930.2,-0.71%
04/21/2022,1944.9,1942.5,1944.9,1942.5,-0.38%
04/20/2022,1952.3,1945.5,1953.6,1945.5,-0.17%
04/19/2022,1955.7,1973.8,1978.3,1945.7,-1.37%
04/18/2022,1982.9,1973.4,1997.1,1972.8,0.61%
04/14/2022,1970.9,1977.2,1978.7,1963.0,-0.51%
04/13/2022,1981.0,1969.5,1981.0,1969.5,0.45%
04/12/2022,1972.1,1952.5,1977.1,1950.6,1.43%
